GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRZE001,AMRZE002,AMRZE003,AMRZE004,AMRZE005,AMRZE006,AMRZE007,AMRZE008,AMRZE009,AMRZE010,AMRZE011,AMRZE012,AMRZE013,AMRZE014,AMRZE015,AMRZE016,AMRZE017,AMRZE018,AMRZE019,AMRZE020,AMRZE021,AMRZE022,AMRZE023,AMRZE024,AMRZE025,AMR7E001,AMR7E002,AMR7E003,AMR7E004,AMR7E005,AMR7E006,AMR7E007,AMR7E008,AMR7E009,AMR7E010,AMR7E011,AMR7E012,AMR7E013,AMR7E014,AMR7E015,AMR7E016,AMR7E017,AMR8E001,AMUDE001,AMWBE001,NAME_M,AMRZM001,AMRZM002,AMRZM003,AMRZM004,AMRZM005,AMRZM006,AMRZM007,AMRZM008,AMRZM009,AMRZM010,AMRZM011,AMRZM012,AMRZM013,AMRZM014,AMRZM015,AMRZM016,AMRZM017,AMRZM018,AMRZM019,AMRZM020,AMRZM021,AMRZM022,AMRZM023,AMRZM024,AMRZM025,AMR7M001,AMR7M002,AMR7M003,AMR7M004,AMR7M005,AMR7M006,AMR7M007,AMR7M008,AMR7M009,AMR7M010,AMR7M011,AMR7M012,AMR7M013,AMR7M014,AMR7M015,AMR7M016,AMR7M017,AMR8M001,AMUDM001,AMWBM001
"G3800150","2016-2020","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38015",,,"Burleigh County, North Dakota",64456,319,2,9,0,0,26,4,10,142,50,947,186,528,842,519,11788,2669,3780,8894,10196,16896,4765,1156,728,39805,1855,1439,1221,1123,1412,1727,1254,1367,1400,3145,4526,5726,4353,3341,3191,2725,72974,43022,266800,"Burleigh County, North Dakota",172,200,5,14,23,23,27,4,17,110,36,220,81,158,266,132,816,520,361,608,903,887,555,272,176,501,372,368,205,234,334,312,282,295,270,420,509,532,443,417,438,318,2392,130,5031
"G3800170","2016-2020","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38017",,,"Cass County, North Dakota",114123,1001,26,6,5,53,54,28,42,30,127,816,522,1000,770,1108,17867,3764,6928,17066,16370,32106,10690,2123,1621,77027,3835,2737,3510,3021,2817,3174,2988,3398,2743,7046,7783,11068,7489,5003,4771,5644,65976,83604,234100,"Cass County, North Dakota",156,277,39,7,20,62,44,36,69,36,91,274,136,460,241,300,924,506,679,1074,1160,1549,956,380,338,662,465,398,563,501,411,481,543,492,362,688,685,962,897,676,559,670,2052,188,5223
"G3800190","2016-2020","ND",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38019",,,"Cavalier County, North Dakota",2702,12,0,0,0,1,0,0,0,1,10,76,2,26,35,18,678,44,316,496,372,498,104,1,12,1778,100,85,39,145,59,52,39,160,85,169,162,214,150,125,48,146,54955,2353,108600,"Cavalier County, North Dakota",26,10,10,10,10,3,10,10,10,2,10,40,3,19,21,18,93,29,70,80,69,92,43,3,13,108,54,48,20,66,28,32,24,68,43,46,70,58,46,51,23,51,9922,39,7817
"G3800210","2016-2020","ND",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38021",,,"Dickey County, North Dakota",3274,5,0,0,0,9,0,0,0,1,13,127,30,17,14,27,790,87,181,490,576,683,139,60,25,2127,100,66,94,153,39,134,69,61,93,190,203,322,237,146,98,122,64521,2641,129600,"Dickey County, North Dakota",36,5,10,10,10,11,10,10,10,3,17,56,26,12,16,21,101,41,60,95,93,119,48,31,26,127,32,34,40,61,24,41,31,34,40,62,55,66,77,56,39,63,5733,74,17294
"G3800230","2016-2020","ND",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38023",,,"Divide County, North Dakota",1659,0,0,0,0,0,0,0,0,15,2,21,4,17,56,10,466,34,113,358,294,229,37,0,3,1060,75,41,29,63,0,22,95,54,12,96,102,152,110,67,74,68,64650,1567,124900,"Divide County, North Dakota",74,10,10,10,10,10,10,10,10,19,3,17,6,28,46,9,87,26,42,72,89,67,25,10,5,76,41,26,22,38,10,17,39,36,10,47,63,47,40,45,47,20,8948,86,48850
"G3800250","2016-2020","ND",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38025",,,"Dunn County, North Dakota",3072,63,0,0,0,0,0,1,0,1,4,86,7,81,37,63,893,115,191,549,394,486,55,16,30,1700,58,101,30,59,31,36,98,18,91,101,171,181,298,129,123,175,82750,2606,213600,"Dunn County, North Dakota",84,45,10,10,10,10,10,3,10,2,6,40,8,46,20,39,117,47,68,124,77,91,24,19,35,104,29,40,18,29,19,19,46,15,43,33,60,60,73,42,45,49,11174,83,34174
"G3800270","2016-2020","ND",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38027",,,"Eddy County, North Dakota",1626,17,0,0,0,0,0,0,0,0,8,47,6,23,17,38,410,89,141,250,217,271,54,31,7,1046,61,36,42,95,83,75,47,26,42,87,101,148,89,26,43,45,52895,1283,92300,"Eddy County, North Dakota",69,12,10,10,10,10,10,10,10,10,8,37,6,21,11,34,76,47,35,51,51,64,23,18,6,79,33,15,22,49,47,50,24,17,19,37,32,44,30,17,17,20,6898,84,17864
"G3800290","2016-2020","ND",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38029",,,"Emmons County, North Dakota",2425,11,0,0,0,0,0,0,0,1,2,155,8,24,45,40,769,75,109,449,267,360,78,20,12,1546,112,112,94,76,78,97,80,66,41,124,120,238,119,55,68,66,51012,2153,94500,"Emmons County, North Dakota",92,8,10,10,10,10,10,10,10,3,4,54,7,15,27,29,89,27,30,77,52,60,35,10,8,80,35,50,41,26,29,37,28,25,21,44,35,54,34,26,29,32,5215,86,13393
"G3800310","2016-2020","ND",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38031",,,"Foster County, North Dakota",2297,2,0,0,0,0,0,0,0,29,2,34,8,18,47,47,530,53,211,296,440,462,103,5,10,1483,77,60,48,90,86,72,58,66,60,112,144,153,189,59,61,148,61250,1820,151200,"Foster County, North Dakota",20,3,10,10,10,10,10,10,10,42,4,19,9,17,29,31,100,28,54,63,72,79,41,8,10,79,48,41,29,42,42,30,35,30,29,41,45,52,63,25,29,64,11279,26,12939
"G3800330","2016-2020","ND",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38033",,,"Golden Valley County, North Dakota",1327,2,0,0,0,0,0,0,0,10,0,13,0,8,31,21,353,16,76,291,186,241,58,21,0,814,28,21,51,23,18,74,38,14,31,64,81,119,104,48,65,35,72308,1039,113700,"Golden Valley County, North Dakota",78,4,10,10,10,10,10,10,10,24,10,8,10,12,25,24,69,15,32,84,61,58,35,12,10,63,19,15,30,20,19,45,32,9,19,32,37,42,35,27,32,22,10002,47,7630
"G3800350","2016-2020","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38035",,,"Grand Forks County, North Dakota",41728,139,0,45,0,30,7,3,34,70,34,340,206,232,365,413,7848,1290,2485,7075,6002,10077,3165,746,1122,30779,2559,1440,1506,1334,1614,1787,1151,1475,1386,2480,2679,3986,3061,1711,1391,1219,53721,33267,208200,"Grand Forks County, North Dakota",177,93,23,66,23,43,13,12,39,50,30,212,108,115,111,149,571,236,283,590,485,626,438,172,232,425,332,296,231,320,357,303,216,310,331,380,342,377,381,213,191,186,1986,202,6628
"G3800370","2016-2020","ND",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38037",,,"Grant County, North Dakota",1688,7,0,0,0,0,0,0,0,2,13,62,9,9,23,6,561,55,113,263,244,243,66,9,3,1082,96,45,54,55,74,51,58,41,48,77,113,146,62,69,43,50,53750,1715,75600,"Grant County, North Dakota",63,7,10,10,10,10,10,10,10,3,11,27,11,5,17,5,60,19,37,45,42,47,22,6,5,69,35,20,19,20,29,20,25,17,21,25,39,39,25,27,21,22,7651,71,14162
"G3800390","2016-2020","ND",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38039",,,"Griggs County, North Dakota",1712,4,0,0,0,0,0,10,0,17,6,64,1,17,9,26,432,36,119,317,183,380,80,6,5,1031,53,33,33,97,38,32,78,35,65,90,118,116,67,59,39,78,53917,1486,100900,"Griggs County, North Dakota",108,5,10,10,10,10,10,20,10,21,9,41,3,21,9,15,73,18,42,91,51,74,39,8,7,65,26,25,21,36,28,18,43,21,34,34,32,35,38,33,19,33,6536,67,16654
"G3800410","2016-2020","ND",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38041",,,"Hettinger County, North Dakota",1909,5,0,0,0,0,0,0,0,11,7,90,15,55,34,38,547,72,136,392,209,229,55,11,3,1093,52,87,21,94,63,43,40,59,23,68,178,100,73,82,49,61,59750,1480,109500,"Hettinger County, North Dakota",70,5,10,10,10,10,10,10,10,17,12,33,16,37,22,22,70,34,48,74,57,65,39,8,5,91,24,31,20,34,29,22,20,24,13,25,47,26,32,31,24,26,4699,89,8157
"G3800430","2016-2020","ND",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38043",,,"Kidder County, North Dakota",1734,4,0,0,0,0,0,0,0,4,6,62,45,21,25,10,505,130,105,320,198,249,40,7,3,1123,43,69,73,61,91,52,59,52,45,63,178,99,124,47,34,33,52063,1743,101600,"Kidder County, North Dakota",94,4,10,10,10,10,10,10,10,6,6,23,33,12,16,6,98,49,35,63,53,48,19,7,5,82,21,27,39,38,51,27,23,24,29,23,51,45,38,30,18,21,8119,87,19998
"G3800450","2016-2020","ND",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38045",,,"LaMoure County, North Dakota",2987,19,4,0,0,0,0,0,0,0,5,213,39,41,23,46,744,96,216,492,299,548,146,15,41,1869,82,123,39,81,114,47,110,78,52,189,161,318,141,106,144,84,61477,2280,99900,"LaMoure County, North Dakota",92,12,5,10,10,10,10,10,10,10,7,65,32,26,14,18,82,26,42,82,57,71,38,15,38,79,25,36,18,34,49,18,34,25,23,47,49,55,50,35,39,24,8034,64,14889
"G3800470","2016-2020","ND",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38047",,,"Logan County, North Dakota",1299,9,0,0,0,0,2,3,11,11,1,94,3,15,9,5,381,25,85,163,200,230,34,14,4,812,49,41,29,21,37,49,36,48,44,43,139,108,46,57,35,30,60592,1141,84500,"Logan County, North Dakota",91,7,10,10,10,10,4,6,18,18,2,40,4,16,6,6,61,11,34,31,53,49,15,12,5,75,30,17,15,14,19,27,20,21,20,18,45,25,18,31,19,15,8685,62,11484
"G3800490","2016-2020","ND",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38049",,,"McHenry County, North Dakota",4110,14,0,0,0,0,0,0,0,0,24,105,34,113,36,70,1109,173,288,651,654,687,134,11,7,2562,138,109,169,113,83,83,84,139,67,188,291,396,220,193,145,144,67039,3163,119500,"McHenry County, North Dakota",34,12,14,14,14,14,14,14,14,14,21,33,17,43,22,35,111,49,58,82,93,81,45,11,9,99,44,39,61,53,28,33,36,55,34,50,77,71,53,53,48,49,5005,48,6634
"G3800510","2016-2020","ND",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38051",,,"McIntosh County, North Dakota",1976,3,0,0,0,0,0,0,1,15,5,189,4,40,19,48,585,67,177,215,314,196,52,42,4,1292,80,130,73,50,35,56,96,60,56,116,131,201,86,41,42,39,51136,1833,75700,"McIntosh County, North Dakota",36,4,10,10,10,10,10,10,2,16,5,55,5,25,15,25,91,28,45,47,56,42,18,32,5,89,29,43,29,22,19,27,37,27,24,36,39,47,30,20,30,26,6556,90,11004
"G3800530","2016-2020","ND",,,"North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38053",,,"McKenzie County, North Dakota",8306,10,2,0,0,0,18,0,0,0,7,138,73,124,181,163,1991,610,629,1280,850,1744,386,71,29,4478,182,130,135,213,122,120,117,119,171,259,663,496,625,415,336,375,75238,6856,283400,"McKenzie County, North Dakota",109,14,6,16,16,16,24,16,16,16,7,66,65,79,109,106,339,172,165,180,189,299,142,49,38,304,85,67,77,116,75,72,68,55,92,101,170,134,240,140,96,134,8321,34,37448
"G3800550","2016-2020","ND",,,"North Dakota","38","McLean County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38055",,,"McLean County, North Dakota",6926,84,0,0,0,0,0,0,8,6,2,117,63,92,95,87,1996,322,539,920,1134,1177,221,35,28,4372,210,119,140,108,215,242,143,221,103,344,465,776,510,246,318,212,70261,6248,184800,"McLean County, North Dakota",48,40,14,14,14,14,14,14,11,9,4,38,32,38,46,33,164,81,92,107,134,130,49,16,20,145,54,43,53,34,67,70,48,58,31,70,84,96,75,58,57,68,4486,60,10629
"G3800570","2016-2020","ND",,,"North Dakota","38","Mercer County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38057",,,"Mercer County, North Dakota",5957,7,0,0,0,3,0,0,0,6,6,175,137,116,63,50,1314,257,244,1139,1193,967,171,78,31,3663,190,165,53,135,198,93,91,131,129,264,213,568,494,433,315,191,82087,4824,181100,"Mercer County, North Dakota",71,15,14,14,14,6,14,14,14,10,6,60,81,61,42,29,172,102,82,169,184,138,70,52,25,204,90,90,36,62,86,61,48,84,63,99,66,114,137,110,97,81,7145,40,16463
"G3800590","2016-2020","ND",,,"North Dakota","38","Morton County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38059",,,"Morton County, North Dakota",21748,40,0,1,3,12,4,3,1,23,12,545,276,160,223,397,5006,1069,1132,4042,2858,4511,967,378,85,13502,610,444,370,398,685,435,538,564,574,998,1319,2041,1602,1116,1151,657,72778,15204,220900,"Morton County, North Dakota",134,31,21,2,4,18,6,5,2,25,14,160,131,84,118,223,420,232,234,512,368,585,249,191,61,351,184,186,156,125,227,126,174,218,219,221,275,319,282,310,246,243,5391,78,9800
"G3800610","2016-2020","ND",,,"North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38061",,,"Mountrail County, North Dakota",6573,43,0,0,0,0,0,0,5,9,0,165,67,150,204,20,1838,346,324,1133,859,1029,255,80,46,3570,150,79,81,200,115,188,204,137,143,218,397,402,417,285,280,274,70412,5181,171500,"Mountrail County, North Dakota",64,29,16,16,16,16,16,16,9,13,16,52,30,49,79,15,183,95,90,143,155,139,76,32,35,140,52,35,35,53,54,72,79,63,61,63,110,86,94,87,90,75,3430,27,10771
"G3800630","2016-2020","ND",,,"North Dakota","38","Nelson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38063",,,"Nelson County, North Dakota",2202,12,0,1,0,0,0,0,1,5,0,24,11,33,55,20,549,99,121,372,323,477,67,23,9,1428,86,68,129,102,69,76,64,67,31,148,126,191,128,51,38,54,53063,1946,96100,"Nelson County, North Dakota",31,9,10,3,10,10,10,10,3,5,10,17,7,17,30,13,78,43,32,66,60,67,25,20,7,95,23,36,69,44,23,35,28,31,15,54,40,40,35,19,16,25,7520,45,7032
"G3800650","2016-2020","ND",,,"North Dakota","38","Oliver County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38065",,,"Oliver County, North Dakota",1370,4,0,0,0,0,0,0,0,0,0,40,18,29,6,7,370,21,77,362,167,225,44,0,0,743,24,31,45,32,21,26,31,25,21,98,34,82,99,55,94,25,66641,1006,202400,"Oliver County, North Dakota",104,5,10,10,10,10,10,10,10,10,10,19,12,18,9,7,69,15,28,102,50,49,19,10,10,73,17,28,31,21,16,17,21,15,13,56,17,31,36,22,37,16,20634,53,30845
"G3800670","2016-2020","ND",,,"North Dakota","38","Pembina County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38067",,,"Pembina County, North Dakota",5053,24,0,0,0,8,0,3,0,9,29,169,59,104,97,32,1275,261,321,833,742,833,169,50,35,3169,119,240,154,108,153,134,73,145,157,268,356,425,320,263,145,109,60910,3859,92000,"Pembina County, North Dakota",17,13,14,14,14,17,14,6,14,15,24,55,31,48,32,17,133,75,66,106,90,109,58,30,34,127,36,67,45,29,52,48,22,57,62,77,78,75,59,63,43,33,3581,61,5234
"G3800690","2016-2020","ND",,,"North Dakota","38","Pierce County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38069",,,"Pierce County, North Dakota",2929,20,0,0,0,2,0,0,0,0,0,46,8,20,46,20,866,73,286,390,335,502,243,31,41,1843,149,186,134,85,33,66,37,29,68,140,228,265,166,122,80,55,57398,2212,132300,"Pierce County, North Dakota",85,21,10,10,10,6,10,10,10,10,10,34,8,17,32,19,136,39,82,121,79,96,83,40,41,98,60,66,59,51,25,31,28,25,46,55,101,71,89,60,42,44,7629,78,13945
"G3800710","2016-2020","ND",,,"North Dakota","38","Ramsey County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38071",,,"Ramsey County, North Dakota",7827,40,0,0,0,0,0,0,0,2,1,81,82,125,165,162,1883,206,468,988,1564,1528,411,100,21,4903,397,373,125,189,211,432,290,92,125,528,383,653,491,182,205,227,52688,5867,154800,"Ramsey County, North Dakota",126,34,16,16,16,16,16,16,16,3,4,44,68,89,95,69,247,84,120,165,262,258,137,71,37,214,150,151,73,80,100,162,112,58,74,132,98,145,128,80,81,92,4364,79,12184
"G3800730","2016-2020","ND",,,"North Dakota","38","Ransom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38073",,,"Ransom County, North Dakota",3739,20,0,0,0,7,6,0,0,2,69,58,26,46,50,47,1150,199,258,527,507,628,78,43,18,2380,112,60,86,167,96,84,130,107,89,200,291,352,262,158,122,64,62235,2690,139200,"Ransom County, North Dakota",64,18,14,14,14,14,8,14,14,4,68,29,16,29,32,21,114,85,63,90,103,105,40,31,16,88,45,30,30,83,42,34,59,37,47,71,57,96,65,55,50,33,4494,49,12913
"G3800750","2016-2020","ND",,,"North Dakota","38","Renville County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38075",,,"Renville County, North Dakota",1617,4,0,0,0,3,0,5,0,1,1,30,16,21,20,1,508,41,100,299,202,296,41,18,10,931,20,15,27,12,52,17,32,80,39,101,110,105,133,85,76,27,69848,1373,127900,"Renville County, North Dakota",86,5,10,10,10,6,10,7,10,2,2,29,20,17,14,2,71,18,29,55,50,59,18,16,8,64,20,14,18,9,27,9,15,42,26,35,36,28,42,30,34,16,3822,76,21245
"G3800770","2016-2020","ND",,,"North Dakota","38","Richland County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38077",,,"Richland County, North Dakota",10508,48,0,0,11,1,3,5,36,0,13,216,60,101,199,137,2332,377,866,1587,2181,1844,424,39,28,6806,539,232,451,244,277,371,243,311,264,433,728,1063,645,355,361,289,60833,7761,132800,"Richland County, North Dakota",69,23,16,16,14,2,4,6,47,16,20,67,36,55,99,57,207,101,128,186,184,191,98,22,21,229,164,77,111,85,89,96,59,97,91,122,128,134,102,65,75,87,4409,107,10950
"G3800790","2016-2020","ND",,,"North Dakota","38","Rolette County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38079",,,"Rolette County, North Dakota",8319,10,0,0,8,7,15,0,19,19,17,191,164,195,250,45,1478,584,394,1910,1435,1188,312,42,36,4402,724,152,163,207,253,227,206,221,128,415,272,564,296,276,184,114,46481,5590,85600,"Rolette County, North Dakota",58,9,16,16,12,10,23,16,27,10,11,71,65,70,99,28,230,158,140,216,220,193,86,25,32,182,156,52,62,72,77,67,68,78,61,113,87,141,73,92,69,77,6716,36,5543
"G3800810","2016-2020","ND",,,"North Dakota","38","Sargent County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38081",,,"Sargent County, North Dakota",2870,22,0,0,0,0,0,0,0,0,0,34,11,41,35,31,934,103,239,447,440,431,90,2,10,1897,50,60,18,71,63,54,84,97,151,234,203,306,282,99,64,61,64564,2154,110900,"Sargent County, North Dakota",32,16,10,10,10,10,10,10,10,10,10,15,7,19,20,18,105,38,49,64,70,64,31,6,10,77,18,25,8,32,21,21,27,39,49,53,44,52,63,26,24,22,4160,55,11270
"G3800830","2016-2020","ND",,,"North Dakota","38","Sheridan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38083",,,"Sheridan County, North Dakota",1023,2,0,0,0,0,0,0,0,0,3,78,16,28,4,31,332,62,61,161,93,142,8,2,0,684,21,45,14,52,45,35,28,30,39,60,93,95,59,18,26,24,54250,887,95800,"Sheridan County, North Dakota",72,3,10,10,10,10,10,10,10,10,5,31,14,16,4,21,56,29,26,37,27,30,9,3,10,49,16,24,9,26,25,19,15,14,19,24,27,27,22,9,19,14,9824,50,24771
"G3800850","2016-2020","ND",,,"North Dakota","38","Sioux County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38085",,,"Sioux County, North Dakota",2343,10,0,0,0,0,0,2,0,2,7,48,76,54,109,28,568,224,76,487,313,235,71,28,5,1107,156,42,95,48,41,75,70,54,38,92,106,80,67,48,23,72,41893,1347,83300,"Sioux County, North Dakota",45,9,10,10,10,10,10,4,10,3,9,16,29,22,42,18,72,60,25,73,57,57,30,30,5,39,36,19,32,25,16,31,32,31,20,42,30,24,22,30,12,34,5763,16,14943
"G3800870","2016-2020","ND",,,"North Dakota","38","Slope County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38087",,,"Slope County, North Dakota",579,0,0,0,0,0,0,0,0,0,0,14,0,7,21,9,165,3,26,63,121,121,20,6,3,336,6,11,36,2,15,15,8,4,28,20,49,52,25,25,18,22,65833,464,91000,"Slope County, North Dakota",57,10,10,10,10,10,10,10,10,10,10,12,10,6,12,7,49,3,16,21,29,27,13,7,4,37,5,10,16,3,13,9,6,7,14,10,19,19,15,15,10,15,7556,37,21683
"G3800890","2016-2020","ND",,,"North Dakota","38","Stark County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38089",,,"Stark County, North Dakota",20215,96,1,0,0,0,0,0,0,33,70,363,155,226,299,327,5663,941,1358,3354,2376,3607,999,162,185,12635,990,410,471,414,392,300,356,427,473,1076,1531,1456,1568,987,836,948,69412,14796,240800,"Stark County, North Dakota",192,54,4,21,21,21,21,21,21,37,70,93,78,113,135,214,500,225,237,331,384,379,220,85,86,323,236,148,135,170,140,118,165,162,173,240,290,208,237,192,159,181,2810,102,10185
"G3800910","2016-2020","ND",,,"North Dakota","38","Steele County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38091",,,"Steele County, North Dakota",1292,0,0,0,0,0,0,0,0,0,0,8,0,8,10,15,308,12,90,263,213,326,28,7,4,804,46,6,19,47,33,21,6,21,43,52,95,110,132,61,77,35,77167,1180,87000,"Steele County, North Dakota",103,10,10,10,10,10,10,10,10,10,10,9,10,9,11,11,71,10,31,66,58,68,16,10,7,85,36,10,15,30,17,15,8,15,21,23,45,36,36,27,43,19,8503,66,21332
"G3800930","2016-2020","ND",,,"North Dakota","38","Stutsman County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38093",,,"Stutsman County, North Dakota",14419,49,4,7,0,5,0,0,0,26,32,373,148,94,252,237,4531,550,1141,2255,1237,2646,689,89,54,8977,753,478,406,499,395,412,422,441,387,782,826,1437,771,350,294,324,52815,10253,158900,"Stutsman County, North Dakota",140,58,9,12,18,7,18,18,18,29,32,113,81,53,104,101,418,125,253,325,200,325,193,53,35,299,234,190,149,202,161,120,158,134,224,217,177,238,155,96,66,92,4539,134,11145
"G3800950","2016-2020","ND",,,"North Dakota","38","Towner County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38095",,,"Towner County, North Dakota",1584,51,0,0,0,0,0,0,0,0,5,26,0,17,45,28,432,41,117,294,299,187,30,3,9,1104,60,48,74,24,72,153,19,66,39,77,83,150,126,44,12,57,49464,1488,93500,"Towner County, North Dakota",78,57,10,10,10,10,10,10,10,10,7,20,10,12,37,21,78,22,45,74,61,41,22,5,13,73,37,24,43,23,32,56,20,35,30,31,36,61,70,19,12,30,9550,73,20499
"G3800970","2016-2020","ND",,,"North Dakota","38","Traill County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38097",,,"Traill County, North Dakota",5480,29,0,0,0,0,0,2,0,7,0,109,29,50,56,69,1346,88,360,853,830,1168,434,19,31,3394,141,156,128,98,103,116,161,164,147,304,327,495,470,252,211,121,67604,3850,152200,"Traill County, North Dakota",56,22,14,14,14,14,14,3,14,12,14,47,37,29,36,51,155,28,63,108,108,143,82,10,17,125,53,61,50,34,40,42,51,49,43,60,69,76,91,65,52,36,4260,59,7056
"G3800990","2016-2020","ND",,,"North Dakota","38","Walsh County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38099",,,"Walsh County, North Dakota",7515,96,0,0,0,2,3,1,7,43,25,307,99,77,161,170,2102,428,477,1194,1013,961,275,54,20,4820,260,228,190,228,233,223,256,208,273,465,477,696,412,219,208,244,55428,5571,94100,"Walsh County, North Dakota",61,46,16,16,16,5,5,2,8,32,23,81,42,32,74,93,208,111,86,152,135,113,88,34,16,177,79,70,67,67,75,62,87,59,85,131,95,102,79,75,61,65,2825,136,7394
"G3801010","2016-2020","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38101",,,"Ward County, North Dakota",43470,512,0,0,0,0,0,0,39,0,19,435,176,459,328,410,11837,1625,3312,6516,5176,8877,2763,718,268,28432,1383,1060,843,1113,1014,1189,1289,1170,1099,2356,3319,4399,2569,2047,2059,1523,68098,33083,217700,"Ward County, North Dakota",129,209,23,23,23,23,23,23,52,23,21,166,106,167,150,129,759,314,351,585,516,699,376,275,117,628,293,308,199,272,255,313,323,293,244,381,411,477,333,360,304,349,2345,180,5839
"G3801030","2016-2020","ND",,,"North Dakota","38","Wells County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38103",,,"Wells County, North Dakota",2900,9,0,0,0,0,0,0,0,0,2,132,11,38,47,42,817,138,193,557,269,583,49,5,8,1941,77,99,156,101,118,126,74,36,95,163,230,254,123,145,69,75,56519,2517,89600,"Wells County, North Dakota",72,10,10,10,10,10,10,10,10,10,3,52,10,22,37,31,119,58,47,109,67,85,26,10,12,129,35,62,65,47,50,65,38,19,47,58,75,58,40,56,31,36,3644,122,14508
